Gene stable ID	Gene name
ENSG00000101441	CST4
ENSG00000100345	MYH9
ENSG00000113532	ST8SIA4
ENSG00000292174	HCG11
ENSG00000167780	SOAT2
ENSG00000205302	SNX2
ENSG00000089048	ESF1
ENSG00000292118	CCDC74B
ENSG00000142279	WTIP
ENSG00000206530	CFAP44
ENSG00000000419	DPM1
ENSG00000146374	RSPO3
ENSG00000105854	PON2
ENSG00000276482	SLC12A7
ENSG00000281184	PSMB1
ENSG00000139318	DUSP6
ENSG00000173848	NET1
ENSG00000198125	MB
ENSG00000026559	KCNG1
ENSG00000196924	FLNA
ENSG00000168306	ACOX2
ENSG00000221963	APOL6
ENSG00000111145	ELK3
ENSG00000001036	FUCA2
ENSG00000160886	LY6K
ENSG00000119899	SLC17A5
ENSG00000057608	GDI2
ENSG00000167653	PSCA
ENSG00000141232	TOB1
ENSG00000044115	CTNNA1
ENSG00000185559	DLK1
ENSG00000127990	SGCE
ENSG00000108370	RGS9
ENSG00000131941	RHPN2
ENSG00000117862	TXNDC12
ENSG00000134153	EMC7
ENSG00000163611	SPICE1
ENSG00000180263	FGD6
ENSG00000138180	CEP55
ENSG00000214548	MEG3
ENSG00000128272	ATF4
ENSG00000280711	JADRR
ENSG00000112029	FBXO5
ENSG00000131013	PPIL4
ENSG00000163513	TGFBR2
ENSG00000148690	FRA10AC1
ENSG00000162407	PLPP3
ENSG00000103490	PYCARD
ENSG00000034510	TMSB10
ENSG00000105738	SIPA1L3
ENSG00000075461	CACNG4
ENSG00000156831	NSMCE2
ENSG00000231094	PSORS1C1
ENSG00000197457	STMN3
ENSG00000233813	MRPS18B
ENSG00000223448	LTB
ENSG00000239836	PSMB9
ENSG00000170390	DCLK2
ENSG00000233439	PSORS1C1
ENSG00000183813	CCR4
ENSG00000234343	NEU1
ENSG00000100380	ST13
ENSG00000149380	P4HA3
ENSG00000226651	CLIC1
ENSG00000121152	NCAPH
ENSG00000011422	PLAUR
ENSG00000187522	HSPA14
ENSG00000235067	TUBB
ENSG00000008018	PSMB1
ENSG00000223367	RPS18
ENSG00000228760	BAG6
ENSG00000234475	HSPA1A
ENSG00000168785	TSPAN5
ENSG00000113272	THG1L
ENSG00000148798	INA
ENSG00000121578	B4GALT4
ENSG00000231555	HSPA1B
ENSG00000230700	CSNK2B
ENSG00000241394	HLA-DMA
ENSG00000152684	PELO
ENSG00000235744	HLA-DOA
ENSG00000147403	RPL10
ENSG00000125148	MT2A
ENSG00000235487	PSORS1C1
ENSG00000226173	TAP1
ENSG00000162878	PKDCC
ENSG00000232960	CSNK2B
ENSG00000243189	HLA-DMA
ENSG00000205362	MT1A
ENSG00000169688	MT1B
ENSG00000162385	MAGOH
ENSG00000237724	HSPA1A
ENSG00000119326	CTNNAL1
ENSG00000198417	MT1F
ENSG00000173145	NOC3L
ENSG00000187193	MT1X
ENSG00000123080	CDKN2C
ENSG00000104332	SFRP1
ENSG00000130720	FIBCD1
ENSG00000227420	MRPS18B
ENSG00000152284	TCF7L1
ENSG00000230128	IER3
ENSG00000188483	IER5L
ENSG00000236632	HLA-E
ENSG00000225130	TRIM31
ENSG00000232367	TAP1
ENSG00000242038	EGFL8
ENSG00000137699	TRIM29
ENSG00000145685	LHFPL2
ENSG00000231558	HLA-DOA
ENSG00000163110	PDLIM5
ENSG00000140740	UQCRC2
ENSG00000231834	HLA-A
ENSG00000204487	LTB
ENSG00000173334	TRIB1
ENSG00000229524	BAG6
ENSG00000170961	HAS2
ENSG00000229998	PPP1R18
ENSG00000156802	ATAD2
ENSG00000230685	CLIC1
ENSG00000227231	IER3
ENSG00000141293	SKAP1
ENSG00000232339	NOTCH4
ENSG00000234154	HLA-DMB
ENSG00000234078	DDR1
ENSG00000224320	HLA-A
ENSG00000131747	TOP2A
ENSG00000134830	C5AR2
ENSG00000100889	PCK2
ENSG00000237155	IER3
ENSG00000203463	SLC44A4
ENSG00000226916	WDR46
ENSG00000107968	MAP3K8
ENSG00000236925	LTB
ENSG00000113657	DPYSL3
ENSG00000235657	HLA-A
ENSG00000232575	TUBB
ENSG00000114638	UPK1B
ENSG00000138166	DUSP5
ENSG00000178952	TUFM
ENSG00000224608	HLA-B
ENSG00000233573	TRIM31
ENSG00000101255	TRIB3
ENSG00000234000	PPP1R18
ENSG00000226111	MRPS18B
ENSG00000214360	EFCAB9
ENSG00000122862	SRGN
ENSG00000135521	LTV1
ENSG00000227315	NEU1
ENSG00000235233	MICA
ENSG00000115353	TACR1
ENSG00000229252	HLA-E
ENSG00000224212	TAP1
ENSG00000134046	MBD2
ENSG00000237022	HLA-C
ENSG00000138032	PPM1B
ENSG00000226264	HLA-DMB
ENSG00000232962	HLA-DOA
ENSG00000243897	EGFL8
ENSG00000224501	HSPA1B
ENSG00000227761	BAG6
ENSG00000236443	PSMB8
ENSG00000145817	YIPF5
ENSG00000223957	NEU1
ENSG00000121207	LRAT
ENSG00000239329	HLA-DMB
ENSG00000230456	DDR1
ENSG00000135972	MRPS9
ENSG00000235396	NOTCH4
ENSG00000226248	CLIC1
ENSG00000214381	LINC00488
ENSG00000119801	YPEL5
ENSG00000168843	FSTL5
ENSG00000125895	TMEM74B
ENSG00000230034	PSMB8
ENSG00000228263	SLC44A4
ENSG00000240118	PSMB9
ENSG00000233904	HLA-E
ENSG00000235650	RPS18
ENSG00000228299	HLA-C
ENSG00000158186	MRAS
ENSG00000137332	DDR1
ENSG00000092010	PSME1
ENSG00000243719	HLA-DMA
ENSG00000231479	SLC44A4
ENSG00000226402	TRIM31
ENSG00000227739	TUBB
ENSG00000204221	WDR46
ENSG00000231247	PPP1R18
ENSG00000235715	PSMB8
ENSG00000165810	BTNL9
ENSG00000243067	PSMB9
ENSG00000196376	SLC35F1
ENSG00000228875	CSNK2B
ENSG00000100911	PSME2
ENSG00000233841	HLA-C
ENSG00000233051	MICA
ENSG00000165868	HSPA12A
ENSG00000223532	HLA-B
ENSG00000164136	IL15
ENSG00000265962	GACAT2
ENSG00000168502	MTCL1
ENSG00000274488	LY6H
ENSG00000154027	AK5
ENSG00000278718	GSDMD
ENSG00000273594	EEF1D
ENSG00000131507	NDFIP1
ENSG00000074695	LMAN1
ENSG00000109971	HSPA8
ENSG00000273889	FAM83H
ENSG00000064651	SLC12A2
ENSG00000137860	SLC28A2
ENSG00000183287	CCBE1
ENSG00000141469	SLC14A1
ENSG00000274726	ARHGEF10
ENSG00000105173	CCNE1
ENSG00000104760	FGL1
ENSG00000159224	GIP
ENSG00000243137	PSG4
ENSG00000278608	MAMDC2
ENSG00000068697	LAPTM4A
ENSG00000105971	CAV2
ENSG00000172216	CEBPB
ENSG00000166250	CLMP
ENSG00000128590	DNAJB9
ENSG00000149557	FEZ1
ENSG00000183668	PSG9
ENSG00000172086	KRCC1
ENSG00000292186	MAGEA3
ENSG00000184731	FAM110C
ENSG00000122958	VPS26A
ENSG00000292188	CSAG1
ENSG00000292189	MAGEA12
ENSG00000292192	NSDHL
ENSG00000292195	MAGEA6
ENSG00000292196	ZNF185
ENSG00000281305	LINC00574
ENSG00000164465	DCBLD1
ENSG00000090238	YPEL3
ENSG00000130935	NOL11
ENSG00000121621	KIF18A
ENSG00000101333	PLCB4
ENSG00000109674	NEIL3
ENSG00000156510	HKDC1
ENSG00000102886	GDPD3
ENSG00000070540	WIPI1
ENSG00000137941	TTLL7
ENSG00000146242	TPBG
ENSG00000004848	ARX
ENSG00000189241	TSPYL1
ENSG00000150630	VEGFC
ENSG00000167578	RAB4B
ENSG00000112984	KIF20A
ENSG00000239453	SIDT1-AS1
ENSG00000163235	TGFA
ENSG00000175792	RUVBL1
ENSG00000232804	HSPA1B
ENSG00000115875	SRSF7
ENSG00000047579	DTNBP1
ENSG00000145781	COMMD10
ENSG00000230341	PPP1R18
ENSG00000228691	NEU1
ENSG00000184494	NEU1
ENSG00000227816	TAP1
ENSG00000231314	LTB
ENSG00000206450	HLA-B
ENSG00000109929	SC5D
ENSG00000145779	TNFAIP8
ENSG00000133265	HSPBP1
ENSG00000101577	LPIN2
ENSG00000227715	HLA-A
ENSG00000235941	HSPA1A
ENSG00000240389	EGFL8
ENSG00000224156	TUBB
ENSG00000242092	HLA-DMB
ENSG00000292210	PIM2
ENSG00000223531	TRIM31
ENSG00000230669	PSMB8
ENSG00000163121	NEURL3
ENSG00000225201	HLA-E
ENSG00000206493	HLA-E
ENSG00000149571	KIRREL3
ENSG00000206505	HLA-A
ENSG00000168994	PXDC1
ENSG00000242361	HLA-DMA
ENSG00000229861	MRPS18B
ENSG00000009765	IYD
ENSG00000224542	TRIM31
ENSG00000130558	OLFM1
ENSG00000235336	SLC44A4
ENSG00000225060	PPP1R18
ENSG00000113196	HAND1
ENSG00000229684	TUBB
ENSG00000164611	PTTG1
ENSG00000238196	NOTCH4
ENSG00000108602	ALDH3A1
ENSG00000139354	GAS2L3
ENSG00000166396	SERPINB7
ENSG00000223680	DDR1
ENSG00000229215	HLA-A
ENSG00000203624	MRPS18B
ENSG00000138160	KIF11
ENSG00000198848	CES1
ENSG00000143013	LMO4
ENSG00000021355	SERPINB1
ENSG00000170542	SERPINB9
ENSG00000096155	BAG6
ENSG00000166707	ZCCHC18
ENSG00000233734	PSORS1C1
ENSG00000142892	PIGK
ENSG00000158639	PAGE5
ENSG00000242711	PSMB9
ENSG00000064115	TM7SF3
ENSG00000225691	HLA-C
ENSG00000229767	DDR1
ENSG00000137397	TRIM31
ENSG00000232126	HLA-B
ENSG00000042286	AIFM2
ENSG00000145819	ARHGAP26
ENSG00000292204	GPKOW
ENSG00000180817	PPA1
ENSG00000243594	PSMB9
ENSG00000206406	CSNK2B
ENSG00000236237	LTB
ENSG00000166401	SERPINB8
ENSG00000166226	CCT2
ENSG00000005889	ZFX
ENSG00000206292	HLA-DOA
ENSG00000234651	BAG6
ENSG00000100353	EIF3D
ENSG00000224398	CSNK2B
ENSG00000244444	EGFL8
ENSG00000114771	AADAC
ENSG00000215328	HSPA1A
ENSG00000226417	CLIC1
ENSG00000215522	DDR1
ENSG00000227129	NEU1
ENSG00000229077	SLC44A4
ENSG00000110172	CHORDC1
ENSG00000241674	HLA-DMB
ENSG00000260456	C16orf95
ENSG00000183311	TUBB
ENSG00000012124	CD22
ENSG00000096150	RPS18
ENSG00000240592	EGFL8
ENSG00000128567	PODXL
ENSG00000119915	ELOVL3
ENSG00000206298	PSMB8
ENSG00000261994	WEE2-AS1
ENSG00000223355	NOTCH4
ENSG00000262771	SSBP1
ENSG00000243958	PSMB9
ENSG00000242685	HLA-DMA
ENSG00000225614	ZNF469
ENSG00000226201	PSMB8
ENSG00000239974	EGFL8
ENSG00000240508	PSMB9
ENSG00000277586	NEFL
ENSG00000230705	TAP1
ENSG00000163541	SUCLG1
ENSG00000242386	HLA-DMB
ENSG00000239463	HLA-DMA
ENSG00000206452	HLA-C
ENSG00000224168	TRIM31
ENSG00000230141	HLA-DOA
ENSG00000206478	IER3
ENSG00000212866	HSPA1B
ENSG00000111802	TDP2
ENSG00000085117	CD82
ENSG00000226225	RPS18
ENSG00000206378	SLC44A4
ENSG00000112304	ACOT13
ENSG00000236222	WDR46
ENSG00000235030	IER3
ENSG00000227794	RPS18
ENSG00000127955	GNAI1
ENSG00000129226	CD68
ENSG00000232957	HLA-DOA
ENSG00000119314	PTBP3
ENSG00000056678	KIFC1
ENSG00000183214	MICA
ENSG00000022267	FHL1
ENSG00000276184	UPK3B
ENSG00000206485	PPP1R18
ENSG00000223980	HLA-A
ENSG00000282379	DTX2
ENSG00000206297	TAP1
ENSG00000206394	CLIC1
ENSG00000206312	NOTCH4
ENSG00000233450	KIFC1
ENSG00000273372	SFTPD-AS1
ENSG00000241878	PISD
ENSG00000105171	POP4
ENSG00000118985	ELL2
ENSG00000206437	LTB
ENSG00000236428	PPP1R18
ENSG00000131459	GFPT2
ENSG00000173137	ADCK5
ENSG00000206435	HLA-C
ENSG00000241296	HLA-DMB
ENSG00000206284	WDR46
ENSG00000206458	PSORS1C1
ENSG00000228964	HLA-B
ENSG00000204197	KIFC1
ENSG00000150551	LYPD1
ENSG00000114200	BCHE
ENSG00000148734	NPFFR1
ENSG00000224748	TAP1
ENSG00000006377	DLX6
ENSG00000230254	HLA-E
ENSG00000275482	EPHB6
ENSG00000115091	ACTR3
ENSG00000149273	RPS3
ENSG00000151612	ZNF827
ENSG00000282607	MGAM
ENSG00000231225	MICA
ENSG00000012504	NR1H4
ENSG00000088205	DDX18
ENSG00000164609	SLU7
ENSG00000275575	PTP4A3
ENSG00000243215	HLA-DMA
ENSG00000238114	LTB
ENSG00000232421	TUBB
ENSG00000231631	PSMB8
ENSG00000169908	TM4SF1
ENSG00000232180	SLC44A4
ENSG00000067334	DNTTIP2
ENSG00000223775	MRPS18B
ENSG00000223639	CLIC1
ENSG00000276559	BAAT
ENSG00000122741	DCAF10
ENSG00000224774	CSNK2B
ENSG00000128016	ZFP36
ENSG00000234876	NOTCH4
ENSG00000142949	PTPRF
ENSG00000158555	GDPD5
ENSG00000233348	BAG6
ENSG00000280741	LINC00685
ENSG00000234846	NEU1
ENSG00000261236	BOP1
ENSG00000087250	MT3
ENSG00000164120	HPGD
ENSG00000148634	HERC4
ENSG00000100567	PSMA3
ENSG00000149257	SERPINH1
ENSG00000006327	TNFRSF12A
ENSG00000188706	ZDHHC9
ENSG00000116133	DHCR24
ENSG00000109072	VTN
ENSG00000103671	TRIP4
ENSG00000168675	LDLRAD4
ENSG00000111845	PAK1IP1
ENSG00000156697	UTP14A
ENSG00000032219	ARID4A
ENSG00000185651	UBE2L3
ENSG00000160963	COL26A1
ENSG00000079101	CLUL1
ENSG00000196507	TCEAL3
ENSG00000104419	NDRG1
ENSG00000123576	ESX1
ENSG00000196860	TOMM20L
ENSG00000113580	NR3C1
ENSG00000280623	PCAT14
ENSG00000115641	FHL2
ENSG00000197380	DACT3
ENSG00000187905	LRRC74B
ENSG00000120437	ACAT2
ENSG00000049130	KITLG
ENSG00000130545	CRB3
ENSG00000167705	RILP
ENSG00000185561	TLCD2
ENSG00000232119	MCTS1
ENSG00000171155	C1GALT1C1
ENSG00000255112	CHMP1B
ENSG00000125726	CD70
ENSG00000125733	TRIP10
ENSG00000156110	ADK
ENSG00000068831	RASGRP2
ENSG00000184602	SNN
ENSG00000185745	IFIT1
ENSG00000125398	SOX9
ENSG00000185686	PRAME
ENSG00000168209	DDIT4
ENSG00000220891	LL22NC03-63E9.3
ENSG00000127124	HIVEP3
ENSG00000106028	SSBP1
ENSG00000132467	UTP3
ENSG00000137936	BCAR3
ENSG00000163584	RPL22L1
ENSG00000121067	SPOP
ENSG00000107937	GTPBP4
ENSG00000125731	SH2D3A
ENSG00000064393	HIPK2
ENSG00000125735	TNFSF14
ENSG00000104112	SCG3
ENSG00000117519	CNN3
ENSG00000104447	TRPS1
ENSG00000068976	PYGM
ENSG00000163655	GMPS
ENSG00000162989	KCNJ3
ENSG00000181634	TNFSF15
ENSG00000100592	DAAM1
ENSG00000164904	ALDH7A1
ENSG00000185022	MAFF
ENSG00000128708	HAT1
ENSG00000125352	RNF113A
ENSG00000165102	HGSNAT
ENSG00000104983	CCDC61
ENSG00000188624	IGFL3
ENSG00000110047	EHD1
ENSG00000135047	CTSL
ENSG00000081320	STK17B
ENSG00000101049	SGK2
ENSG00000164104	HMGB2
ENSG00000164713	BRI3
ENSG00000227471	AKR1B15
ENSG00000137962	ARHGAP29
ENSG00000116120	FARSB
ENSG00000198887	SMC5
ENSG00000109805	NCAPG
ENSG00000150540	HNMT
ENSG00000024422	EHD2
ENSG00000213931	HBE1
ENSG00000079739	PGM1
ENSG00000171992	SYNPO
ENSG00000120725	SIL1
ENSG00000165029	ABCA1
ENSG00000116774	OLFML3
ENSG00000069702	TGFBR3
ENSG00000175183	CSRP2
ENSG00000104951	IL4I1
ENSG00000165376	CLDN2
ENSG00000168924	LETM1
ENSG00000004468	CD38
ENSG00000165046	LETM2
ENSG00000225442	MPRIP-AS1
ENSG00000214357	NEURL1B
ENSG00000137440	FGFBP1
ENSG00000260230	FRRS1L
ENSG00000120833	SOCS2
ENSG00000141030	COPS3
ENSG00000096872	IFT74
ENSG00000134001	EIF2S1
ENSG00000102189	EEA1
ENSG00000100558	PLEK2
ENSG00000107798	LIPA
ENSG00000130347	RTN4IP1
ENSG00000121022	COPS5
ENSG00000189057	FAM111B
ENSG00000122787	AKR1D1
ENSG00000197498	RPF2
ENSG00000266835	GAPLINC
ENSG00000108551	RASD1
ENSG00000119917	IFIT3
ENSG00000068079	IFI35
ENSG00000181449	SOX2
ENSG00000228775	WEE2-AS1
ENSG00000155876	RRAGA
ENSG00000198682	PAPSS2
ENSG00000177156	TALDO1
ENSG00000159184	HOXB13
ENSG00000204540	PSORS1C1
ENSG00000166825	ANPEP
ENSG00000166848	TERF2IP
ENSG00000168913	ENHO
ENSG00000122756	CNTFR
ENSG00000167740	CYB5D2
ENSG00000068394	GPKOW
ENSG00000227268	KLLN
ENSG00000150347	ARID5B
ENSG00000167703	SLC43A2
ENSG00000235034	C19orf81
ENSG00000172965	MIR4435-2HG
ENSG00000180921	FAM83H
ENSG00000184524	CEND1
ENSG00000196972	SMIM10L2B
ENSG00000075826	SEC31B
ENSG00000075188	NUP37
ENSG00000081181	ARG2
ENSG00000123131	PRDX4
ENSG00000197019	SERTAD1
ENSG00000123130	ACOT9
ENSG00000186480	INSIG1
ENSG00000182718	ANXA2
ENSG00000133030	MPRIP
ENSG00000261609	GAN
ENSG00000070614	NDST1
ENSG00000085662	AKR1B1
ENSG00000136542	GALNT5
ENSG00000100097	LGALS1
ENSG00000163453	IGFBP7
ENSG00000185189	NRBP2
ENSG00000111144	LTA4H
ENSG00000186496	ZNF396
ENSG00000153391	INO80C
ENSG00000164111	ANXA5
ENSG00000046604	DSG2
ENSG00000261150	EPPK1
ENSG00000100883	SRP54
ENSG00000086506	HBQ1
ENSG00000119922	IFIT2
ENSG00000074527	NTN4
ENSG00000095739	BAMBI
ENSG00000198074	AKR1B10
ENSG00000198939	ZFP2
ENSG00000068366	ACSL4
ENSG00000091732	ZC3HC1
ENSG00000211584	SLC48A1
ENSG00000100196	KDELR3
ENSG00000226757	PP12613
ENSG00000164574	GALNT10
ENSG00000123737	EXOSC9
ENSG00000130643	CALY
ENSG00000073050	XRCC1
ENSG00000177666	PNPLA2
ENSG00000177685	CRACR2B
ENSG00000127528	KLF2
ENSG00000146966	DENND2A
ENSG00000065268	WDR18
ENSG00000145386	CCNA2
ENSG00000101782	RIOK3
ENSG00000269058	CALR3
ENSG00000163083	INHBB
ENSG00000148303	RPL7A
ENSG00000100079	LGALS2
ENSG00000141458	NPC1
ENSG00000162664	ZNF326
ENSG00000154065	ANKRD29
ENSG00000164938	TP53INP1
ENSG00000019186	CYP24A1
ENSG00000179111	HES7
ENSG00000206199	ANKUB1
ENSG00000092140	G2E3
ENSG00000169903	TM4SF4
ENSG00000064787	BCAS1
ENSG00000188042	ARL4C
ENSG00000087076	HSD17B14
ENSG00000163659	TIPARP
ENSG00000177283	FZD8
ENSG00000160326	SLC2A6
ENSG00000096060	FKBP5
ENSG00000088992	TESC
ENSG00000136943	CTSV
ENSG00000109846	CRYAB
ENSG00000114796	KLHL24
ENSG00000215251	FASTKD5
ENSG00000065809	FAM107B
ENSG00000196544	BORCS6
ENSG00000178999	AURKB
ENSG00000065183	WDR3
ENSG00000103056	SMPD3
ENSG00000241313	WWTR1-AS1
ENSG00000102287	GABRE
ENSG00000100983	GSS
ENSG00000175600	SUGCT
ENSG00000140961	OSGIN1
ENSG00000143631	FLG
ENSG00000089327	FXYD5
ENSG00000129484	PARP2
ENSG00000150782	IL18
ENSG00000134962	KLB
ENSG00000044574	HSPA5
ENSG00000120526	NUDCD1
ENSG00000198844	ARHGEF15
ENSG00000113924	HGD
ENSG00000130066	SAT1
ENSG00000124564	SLC17A3
ENSG00000168090	COPS6
ENSG00000179115	FARSA
ENSG00000161970	RPL26
ENSG00000109814	UGDH
ENSG00000065320	NTN1
ENSG00000126890	CTAG2
ENSG00000143520	FLG2
ENSG00000166596	CFAP52
ENSG00000163682	RPL9
ENSG00000105810	CDK6
ENSG00000140379	BCL2A1
ENSG00000176723	ZNF843
ENSG00000116830	TTF2
ENSG00000140682	TGFB1I1
ENSG00000163638	ADAMTS9
ENSG00000065325	GLP2R
ENSG00000169184	MN1
ENSG00000095752	IL11
ENSG00000214717	ZBED1
ENSG00000230542	LINC00102
ENSG00000227507	LTB
ENSG00000108107	RPL28
ENSG00000186198	SLC51B
ENSG00000143458	GABPB2
ENSG00000108106	UBE2S
ENSG00000104412	EMC2
ENSG00000163155	LYSMD1
ENSG00000173905	GOLIM4
ENSG00000024526	DEPDC1
ENSG00000164398	ACSL6
ENSG00000104408	EIF3E
ENSG00000182636	NDN
ENSG00000137819	PAQR5
ENSG00000101040	ZMYND8
ENSG00000151892	GFRA1
ENSG00000072506	HSD17B10
ENSG00000114315	HES1
ENSG00000137807	KIF23
ENSG00000173267	SNCG
ENSG00000227051	C14orf132
ENSG00000006652	IFRD1
ENSG00000188100	FAM25A
ENSG00000118997	DNAH7
ENSG00000168398	BDKRB2
ENSG00000136048	DRAM1
ENSG00000183837	PNMA3
ENSG00000240541	TM4SF1-AS1
ENSG00000163959	SLC51A
ENSG00000137947	GTF2B
ENSG00000127324	TSPAN8
ENSG00000149925	ALDOA
ENSG00000179083	FAM133A
ENSG00000123384	LRP1
ENSG00000184371	CSF1
ENSG00000137710	RDX
ENSG00000170222	ADPRM
ENSG00000184205	TSPYL2
ENSG00000123338	NCKAP1L
ENSG00000148516	ZEB1
ENSG00000165280	VCP
ENSG00000013275	PSMC4
ENSG00000169499	PLEKHA2
ENSG00000187187	ZNF546
ENSG00000143198	MGST3
ENSG00000143318	CASQ1
ENSG00000143621	ILF2
ENSG00000170231	FABP6
ENSG00000152422	XRCC4
ENSG00000108010	GLRX3
ENSG00000162040	HS3ST6
ENSG00000198771	RCSD1
ENSG00000147601	TERF1
ENSG00000137563	GGH
ENSG00000115221	ITGB6
ENSG00000135074	ADAM19
ENSG00000103274	NUBP1
ENSG00000130810	PPAN
ENSG00000242574	HLA-DMB
ENSG00000204257	HLA-DMA
ENSG00000168439	STIP1
ENSG00000133997	MED6
ENSG00000171453	POLR1C
ENSG00000198915	RASGEF1A
ENSG00000090339	ICAM1
ENSG00000169247	SH3TC2
ENSG00000115539	PDCL3
ENSG00000176170	SPHK1
ENSG00000163082	SGPP2
ENSG00000198538	ZNF28
ENSG00000257335	MGAM
ENSG00000163900	TMEM41A
ENSG00000120805	ARL1
ENSG00000166851	PLK1
ENSG00000090530	P3H2
ENSG00000161544	CYGB
ENSG00000137522	RNF121
ENSG00000144339	TMEFF2
ENSG00000047410	TPR
ENSG00000187446	CHP1
ENSG00000108176	DNAJC12
ENSG00000136802	LRRC8A
ENSG00000104147	OIP5
ENSG00000137804	NUSAP1
ENSG00000135090	TAOK3
ENSG00000162063	CCNF
ENSG00000124688	MAD2L1BP
ENSG00000110628	SLC22A18
ENSG00000096088	PGC
ENSG00000167600	CYP2S1
ENSG00000167601	AXL
ENSG00000175283	DOLK
ENSG00000156508	EEF1A1
ENSG00000181649	PHLDA2
ENSG00000133789	SWAP70
ENSG00000139352	ASCL1
ENSG00000131981	LGALS3
ENSG00000148926	ADM
ENSG00000126787	DLGAP5
ENSG00000078668	VDAC3
ENSG00000118246	FASTKD2
ENSG00000181467	RAP2B
ENSG00000182580	EPHB3
ENSG00000163898	LIPH
ENSG00000238120	LINC01589
ENSG00000135678	CPM
ENSG00000128510	CPA4
ENSG00000205777	GAGE1
ENSG00000198879	SFMBT2
ENSG00000242522	KLHL6-AS1
ENSG00000153283	CD96
ENSG00000272701	MESTIT1
ENSG00000169926	KLF13
ENSG00000148219	ASTN2
ENSG00000268089	GABRQ
ENSG00000058085	LAMC2
ENSG00000221867	MAGEA3
ENSG00000161692	DBF4B
ENSG00000198930	CSAG1
ENSG00000213401	MAGEA12
ENSG00000103811	CTSH
ENSG00000101017	CD40
ENSG00000116815	CD58
ENSG00000065413	ANKRD44
ENSG00000147383	NSDHL
ENSG00000204389	HSPA1A
ENSG00000204388	HSPA1B
ENSG00000072864	NDE1
ENSG00000184709	LRRC26
ENSG00000143228	NUF2
ENSG00000130741	EIF2S3
ENSG00000216490	IFI30
ENSG00000160360	GPSM1
ENSG00000183963	SMTN
ENSG00000182963	GJC1
ENSG00000105649	RAB3A
ENSG00000187699	C2orf88
ENSG00000285188	PDE4C
ENSG00000204435	CSNK2B
ENSG00000130522	JUND
ENSG00000115233	PSMD14
ENSG00000103260	METRN
ENSG00000130517	PGPEP1
ENSG00000130147	SH3BP4
ENSG00000179455	MKRN3
ENSG00000175003	SLC22A1
ENSG00000116833	NR5A2
ENSG00000001497	LAS1L
ENSG00000105655	ISYNA1
ENSG00000186185	KIF18B
ENSG00000131094	C1QL1
ENSG00000204965	PCDHA5
ENSG00000157064	NMNAT2
ENSG00000175592	FOSL1
ENSG00000175573	C11orf68
ENSG00000165704	HPRT1
ENSG00000089041	P2RX7
ENSG00000122224	LY9
ENSG00000223749	MIR503HG
ENSG00000204386	NEU1
ENSG00000204592	HLA-E
ENSG00000166920	C15orf48
ENSG00000125999	BPIFB1
ENSG00000244300	GATA2-AS1
ENSG00000109099	PMP22
ENSG00000101391	CDK5RAP1
ENSG00000140511	HAPLN3
ENSG00000143653	SCCPDH
ENSG00000157766	ACAN
ENSG00000171815	PCDHB1
ENSG00000162851	TFB2M
ENSG00000145936	KCNMB1
ENSG00000204568	MRPS18B
ENSG00000143353	LYPLAL1
ENSG00000203772	SPRN
ENSG00000087365	SF3B2
ENSG00000096746	HNRNPH3
ENSG00000197746	PSAP
ENSG00000157020	SEC13
ENSG00000003436	TFPI
ENSG00000174871	CNIH2
ENSG00000075624	ACTB
ENSG00000179292	TMEM151A
ENSG00000168476	REEP4
ENSG00000117592	PRDX6
ENSG00000183049	CAMK1D
ENSG00000129625	REEP5
ENSG00000135111	TBX3
ENSG00000197565	COL4A6
ENSG00000221883	ARIH2OS
ENSG00000168487	BMP1
ENSG00000138207	RBP4
ENSG00000101444	AHCY
ENSG00000101460	MAP1LC3A
ENSG00000101464	PIGU
ENSG00000182511	FES
ENSG00000174282	ZBTB4
ENSG00000168496	FEN1
ENSG00000149485	FADS1
ENSG00000010438	PRSS3
ENSG00000116574	RHOU
ENSG00000197102	DYNC1H1
ENSG00000205642	VCX3B
ENSG00000143248	RGS5
ENSG00000007255	TRAPPC6A
ENSG00000125798	FOXA2
ENSG00000162814	SPATA17
ENSG00000221968	FADS3
ENSG00000101310	SEC23B
ENSG00000116679	IVNS1ABP
ENSG00000179148	ALOXE3
ENSG00000185527	PDE6G
ENSG00000197181	PIWIL2
ENSG00000067829	IDH3G
ENSG00000107249	GLIS3
ENSG00000124920	MYRF
ENSG00000067066	SP100
ENSG00000130957	FBP2
ENSG00000007392	LUC7L
ENSG00000108055	SMC3
ENSG00000106780	MEGF9
ENSG00000140564	FURIN
ENSG00000125826	RBCK1
ENSG00000073792	IGF2BP2
ENSG00000075239	ACAT1
ENSG00000138347	MYPN
ENSG00000187678	SPRY4
ENSG00000122367	LDB3
ENSG00000151640	DPYSL4
ENSG00000259120	SMIM6
ENSG00000172183	ISG20
ENSG00000161526	SAP30BP
ENSG00000166794	PPIB
ENSG00000144908	ALDH1L1
ENSG00000103723	AP3B2
ENSG00000085719	CPNE3
ENSG00000167772	ANGPTL4
ENSG00000139998	RAB15
ENSG00000101146	RAE1
ENSG00000137203	TFAP2A
ENSG00000102003	SYP
ENSG00000133246	PRAM1
ENSG00000105467	SYNGR4
ENSG00000105438	KDELR1
ENSG00000105447	GRWD1
ENSG00000173258	ZNF483
ENSG00000143355	LHX9
ENSG00000106853	PTGR1
